Algoritmo,Base,Repeticao,|D|,|D+|,|D-|,Atributos,|I|,Tempo,Testes,Seed,WRAcc,WRAccN,size,TP,FP,overollSuppP,CoverRedundancyP,DescripRDensity,DescripRDominator,Qg,Chi_Quad,p_value,Lift,DiffSup,K,GrowthRate,OddsRatio,cov,conf,supp,suppP,suppN
,,,,,,,,,,,,,,,,,,,,155.9,,,,,,,,,,,,
SSDPHD1-k10-foQg,burczynski-clean50-pn-quartil50,1,127,59,68,11142,33426,11.731,2045099,179424673,0.101184202,0.404736809,2,24,0,0.898305085,0.550282486,0.95,0.2,24,34.12341702,7.16E-09,2.152542373,0.406779661,10,Infinity,Infinity,0.188976378,1,0.188976378,0.406779661,0
SSDPHD1-k10-foQg,burczynski-clean50-pn-quartil50,2,127,59,68,11142,33426,0.151,42220,125164703,0.0999194,0.399677599,2,23.7,0,0.881355932,0.586855467,0.95,0.2,23.7,33.60270677,1.00E-08,2.152542373,0.401694915,10,Infinity,Infinity,0.186614173,1,0.186614173,0.401694915,0
SSDPHD1-k10-foQg,burczynski-clean50-pn-quartil50,3,127,59,68,11142,33426,0.096,26614,132011827,0.098654597,0.394618389,2,23.4,0,0.881355932,0.61552948,0.95,0.2,23.4,33.09522211,1.78E-08,2.152542373,0.396610169,10,Infinity,Infinity,0.184251969,1,0.184251969,0.396610169,0
SSDPHD1-k10-foQg,burczynski-clean50-pn-quartil50,4,127,59,68,11142,33426,0.021,5239,124987441,0.095281791,0.381127162,2,22.6,0,0.830508475,0.629068547,0.85,0.2,22.6,31.73280305,4.12E-08,2.152542373,0.383050847,10,Infinity,Infinity,0.177952756,1,0.177952756,0.383050847,0
SSDPHD1-k10-foQg,burczynski-clean50-pn-quartil50,5,127,59,68,11142,33426,0.053,15632,123979721,0.094438589,0.377754356,2,22.4,0,0.813559322,0.586713075,0.9,0.2,22.4,31.40188439,5.50E-08,2.152542373,0.379661017,10,Infinity,Infinity,0.176377953,1,0.176377953,0.379661017,0
SSDPHD1-k10-foQg,burczynski-clean50-pn-quartil50,6,127,59,68,11142,33426,0.015,3807,119777719,0.094438589,0.377754356,2,22.4,0,0.813559322,0.586713075,0.9,0.2,22.4,31.40188439,5.50E-08,2.152542373,0.379661017,10,Infinity,Infinity,0.176377953,1,0.176377953,0.379661017,0
SSDPHD1-k10-foQg,burczynski-clean50-pn-quartil50,7,127,59,68,11142,33426,0.017,3453,117705823,0.094438589,0.377754356,2,22.4,0,0.813559322,0.586713075,0.9,0.2,22.4,31.40188439,5.50E-08,2.152542373,0.379661017,10,Infinity,Infinity,0.176377953,1,0.176377953,0.379661017,0
SSDPHD1-k10-foQg,burczynski-clean50-pn-quartil50,8,127,59,68,11142,33426,0.039,11257,112131119,0.094438589,0.377754356,2,22.4,0,0.813559322,0.586713075,0.9,0.2,22.4,31.40188439,5.50E-08,2.152542373,0.379661017,10,Infinity,Infinity,0.176377953,1,0.176377953,0.379661017,0
SSDPHD1-k10-foQg,burczynski-clean50-pn-quartil50,9,127,59,68,11142,33426,0.031,8797,108626351,0.093173786,0.372695145,2,22.1,0,0.813559322,0.616611703,0.9,0.2,22.1,30.90073353,7.06E-08,2.152542373,0.374576271,10,Infinity,Infinity,0.174015748,1,0.174015748,0.374576271,0
SSDPHD1-k10-foQg,burczynski-clean50-pn-quartil50,10,127,59,68,11142,33426,0.027,7887,107980007,0.093173786,0.372695145,2,22.1,0,0.813559322,0.616611703,0.9,0.2,22.1,30.90073353,7.06E-08,2.152542373,0.374576271,10,Infinity,Infinity,0.174015748,1,0.174015748,0.374576271,0
,,,,,,,,,,,,3.836567673,,,,,,,,227.5,,,,,,,,,,,,
SSDPHD1-k10-foQg,chin-clean50-pn-quartil50,1,118,75,43,11108,33324,14.894,2568222,179424673,0.10221919,0.40887676,2,33.1,0,0.773333333,0.558308157,0.65,0.5,33.1,26.40369616,3.62E-07,1.573333333,0.441333333,10,Infinity,Infinity,0.280508475,1,0.280508475,0.441333333,0
SSDPHD1-k10-foQg,chin-clean50-pn-quartil50,2,118,75,43,11108,33324,0.052,14848,125164703,0.101910371,0.407641482,2,33,0,0.773333333,0.568484848,0.65,0.4,33,26.29188813,3.75E-07,1.573333333,0.44,10,Infinity,Infinity,0.279661017,1,0.279661017,0.44,0
SSDPHD1-k10-foQg,chin-clean50-pn-quartil50,3,118,75,43,11108,33324,0.035,10349,132011827,0.101601551,0.406406205,2,32.9,0,0.773333333,0.566241135,0.65,0.4,32.9,26.18519081,4.14E-07,1.573333333,0.438666667,10,Infinity,Infinity,0.278813559,1,0.278813559,0.438666667,0
SSDPHD1-k10-foQg,chin-clean50-pn-quartil50,4,118,75,43,11108,33324,0.027,7840,124987441,0.101601551,0.406406205,2,32.9,0,0.773333333,0.566241135,0.65,0.4,32.9,26.18519081,4.14E-07,1.573333333,0.438666667,10,Infinity,Infinity,0.278813559,1,0.278813559,0.438666667,0
SSDPHD1-k10-foQg,chin-clean50-pn-quartil50,5,118,75,43,11108,33324,0.027,8088,123979721,0.101601551,0.406406205,2,32.9,0,0.773333333,0.566241135,0.65,0.4,32.9,26.18519081,4.14E-07,1.573333333,0.438666667,10,Infinity,Infinity,0.278813559,1,0.278813559,0.438666667,0
SSDPHD1-k10-foQg,chin-clean50-pn-quartil50,6,118,75,43,11108,33324,0.012,2826,119777719,0.101601551,0.406406205,2,32.9,0,0.773333333,0.566241135,0.65,0.4,32.9,26.18519081,4.14E-07,1.573333333,0.438666667,10,Infinity,Infinity,0.278813559,1,0.278813559,0.438666667,0
SSDPHD1-k10-foQg,chin-clean50-pn-quartil50,7,118,75,43,11108,33324,0.03,8201,117705823,0.101601551,0.406406205,2,32.9,0,0.773333333,0.566241135,0.65,0.4,32.9,26.18519081,4.14E-07,1.573333333,0.438666667,10,Infinity,Infinity,0.278813559,1,0.278813559,0.438666667,0
SSDPHD1-k10-foQg,chin-clean50-pn-quartil50,8,118,75,43,11108,33324,0.026,7102,112131119,0.100983913,0.403935651,1.9,32.7,0,0.84,0.541406728,0.684210526,0.4,32.7,25.97422111,5.18E-07,1.573333333,0.436,10,Infinity,Infinity,0.277118644,1,0.277118644,0.436,0
SSDPHD1-k10-foQg,chin-clean50-pn-quartil50,9,118,75,43,11108,33324,0.021,6368,108626351,0.100983913,0.403935651,1.9,32.7,0,0.84,0.541406728,0.684210526,0.4,32.7,25.97422111,5.18E-07,1.573333333,0.436,10,Infinity,Infinity,0.277118644,1,0.277118644,0.436,0
SSDPHD1-k10-foQg,chin-clean50-pn-quartil50,10,118,75,43,11108,33324,0.021,5888,107980007,0.100675093,0.402700373,1.8,32.6,0,0.906666667,0.495869121,0.722222222,0.3,32.6,25.86994874,5.84E-07,1.573333333,0.434666667,10,Infinity,Infinity,0.276271186,1,0.276271186,0.434666667,0
,,,,,,,,,,,,4.059120942,,,,,,,,328.6,,,,,,,,,,,,
SSDPHD1-k10-foQg,christensen-clean50-pn-quartil50,1,217,113,104,707,2121,1.241,198002,179424673,0.125447557,0.501790227,1.3,56.8,0,1,0.281004612,1,0.1,56.8,70.97419688,1.78E-16,1.920353982,0.502654867,10,Infinity,Infinity,0.261751152,1,0.261751152,0.502654867,0
SSDPHD1-k10-foQg,christensen-clean50-pn-quartil50,2,217,113,104,707,2121,0.048,6406,125164703,0.124784982,0.499139927,1.2,56.5,0,1,0.279646018,0.916666667,0.2,56.5,70.4076799,1.78E-16,1.920353982,0.5,10,Infinity,Infinity,0.260368664,1,0.260368664,0.5,0
SSDPHD1-k10-foQg,christensen-clean50-pn-quartil50,3,217,113,104,707,2121,0.031,4100,132011827,0.121692964,0.486771858,1.2,55.1,0,0.991150442,0.315050672,1,0.1,55.1,68.08673651,5.20E-15,1.920353982,0.487610619,10,Infinity,Infinity,0.253917051,1,0.253917051,0.487610619,0
SSDPHD1-k10-foQg,christensen-clean50-pn-quartil50,4,217,113,104,707,2121,0.023,3118,124987441,0.118821806,0.475287222,1.3,53.8,0,1,0.333881633,0.923076923,0.2,53.8,66.07075859,1.14E-13,1.920353982,0.476106195,10,Infinity,Infinity,0.247926267,1,0.247926267,0.476106195,0
SSDPHD1-k10-foQg,christensen-clean50-pn-quartil50,5,217,113,104,707,2121,0.017,2435,123979721,0.118821806,0.475287222,1.3,53.8,0,1,0.333881633,0.923076923,0.2,53.8,66.07075859,1.14E-13,1.920353982,0.476106195,10,Infinity,Infinity,0.247926267,1,0.247926267,0.476106195,0
SSDPHD1-k10-foQg,christensen-clean50-pn-quartil50,6,217,113,104,707,2121,0.017,2365,119777719,0.11418378,0.456735119,1.3,51.7,0,1,0.331284983,1,0.1,51.7,62.68359477,2.54E-13,1.920353982,0.457522124,10,Infinity,Infinity,0.238248848,1,0.238248848,0.457522124,0
SSDPHD1-k10-foQg,christensen-clean50-pn-quartil50,7,217,113,104,707,2121,0.015,2164,117705823,0.11418378,0.456735119,1.3,51.7,0,1,0.331284983,1,0.1,51.7,62.68359477,2.54E-13,1.920353982,0.457522124,10,Infinity,Infinity,0.238248848,1,0.238248848,0.457522124,0
SSDPHD1-k10-foQg,christensen-clean50-pn-quartil50,8,217,113,104,707,2121,0.014,1998,112131119,0.113962921,0.455851685,1.3,51.6,0,0.991150442,0.329525966,1,0.1,51.6,62.53962245,3.65E-13,1.920353982,0.456637168,10,Infinity,Infinity,0.237788018,1,0.237788018,0.456637168,0
SSDPHD1-k10-foQg,christensen-clean50-pn-quartil50,9,217,113,104,707,2121,0.012,1851,108626351,0.113962921,0.455851685,1.3,51.6,0,0.991150442,0.329525966,1,0.1,51.6,62.53962245,3.65E-13,1.920353982,0.456637168,10,Infinity,Infinity,0.237788018,1,0.237788018,0.456637168,0
SSDPHD1-k10-foQg,christensen-clean50-pn-quartil50,10,217,113,104,707,2121,0.013,1889,107980007,0.113962921,0.455851685,1.3,51.6,0,0.991150442,0.329525966,1,0.1,51.6,62.53962245,3.65E-13,1.920353982,0.456637168,10,Infinity,Infinity,0.237788018,1,0.237788018,0.456637168,0
,,,,,,,,,,,,4.719301748,,,,,,,,534.2,,,,,,,,,,,,
SSDPmais-k10-foQg,alon-clean50-pn-quartil50,1,62,40,22,1000,3000,0.639,138280,179424673,0.090426639,0.361706556,1.6,15.8,0,0.975,0.467088608,0.75,0.3,15.8,11.72603951,9.01E-04,1.55,0.395,10,Infinity,Infinity,0.25483871,1,0.25483871,0.395,0
SSDPmais-k10-foQg,alon-clean50-pn-quartil50,2,62,40,22,1000,3000,0.411,156191,125164703,0.088709677,0.35483871,1.6,15.5,0,0.95,0.437096774,0.8125,0.3,15.5,11.41933739,9.80E-04,1.55,0.3875,10,Infinity,Infinity,0.25,1,0.25,0.3875,0
SSDPmais-k10-foQg,alon-clean50-pn-quartil50,3,62,40,22,1000,3000,0.315,123276,132011827,0.085275754,0.341103018,1.6,14.9,0,0.95,0.453355705,0.875,0.3,14.9,10.85001679,0.001455228,1.55,0.3725,10,Infinity,Infinity,0.240322581,1,0.240322581,0.3725,0
SSDPmais-k10-foQg,alon-clean50-pn-quartil50,4,62,40,22,1000,3000,0.26,120214,124987441,0.082986472,0.33194589,1.7,14.5,0,0.975,0.4,0.882352941,0.2,14.5,10.44600454,0.001540109,1.55,0.3625,10,Infinity,Infinity,0.233870968,1,0.233870968,0.3625,0
SSDPmais-k10-foQg,alon-clean50-pn-quartil50,5,62,40,22,1000,3000,0.294,123191,123979721,0.089854318,0.359417274,1.6,15.7,0,0.95,0.331528662,0.875,0.2,15.7,11.65800479,0.001096781,1.55,0.3925,10,Infinity,Infinity,0.253225806,1,0.253225806,0.3925,0
SSDPmais-k10-foQg,alon-clean50-pn-quartil50,6,62,40,22,1000,3000,0.436,162272,119777719,0.090426639,0.361706556,1.7,15.8,0,1,0.343670886,0.823529412,0.3,15.8,11.73999461,9.33E-04,1.55,0.395,10,Infinity,Infinity,0.25483871,1,0.25483871,0.395,0
SSDPmais-k10-foQg,alon-clean50-pn-quartil50,7,62,40,22,1000,3000,0.362,129293,117705823,0.0921436,0.368574402,1.6,16.1,0,1,0.454037267,0.875,0.2,16.1,12.01177877,7.11E-04,1.55,0.4025,10,Infinity,Infinity,0.259677419,1,0.259677419,0.4025,0
SSDPmais-k10-foQg,alon-clean50-pn-quartil50,8,62,40,22,1000,3000,0.409,156233,112131119,0.090426639,0.361706556,1.6,15.8,0,0.975,0.432911392,0.8125,0.3,15.8,11.73999461,9.33E-04,1.55,0.395,10,Infinity,Infinity,0.25483871,1,0.25483871,0.395,0
SSDPmais-k10-foQg,alon-clean50-pn-quartil50,9,62,40,22,1000,3000,0.362,147220,108626351,0.088709677,0.35483871,1.8,15.5,0,0.95,0.393548387,0.777777778,0.3,15.5,11.41933739,9.80E-04,1.55,0.3875,10,Infinity,Infinity,0.25,1,0.25,0.3875,0
SSDPmais-k10-foQg,alon-clean50-pn-quartil50,10,62,40,22,1000,3000,0.371,141175,107980007,0.090426639,0.361706556,1.6,15.8,0,0.975,0.369620253,0.8125,0.2,15.8,11.73999461,9.33E-04,1.55,0.395,10,Infinity,Infinity,0.25483871,1,0.25483871,0.395,0
,,,,,,,,,,,,,,,,,,,,155.4,,,,,,,,,,,,
SSDPmais-k10-foQg,burczynski-clean50-pn-quartil50,1,127,59,68,11142,33426,11.916,1972692,179424673,0.098232996,0.392931986,2,23.3,0,0.830508475,0.641449043,1,0.1,23.3,32.93491002,2.34E-08,2.152542373,0.394915254,10,Infinity,Infinity,0.183464567,1,0.183464567,0.394915254,0
SSDPmais-k10-foQg,burczynski-clean50-pn-quartil50,2,127,59,68,11142,33426,8.452,1370905,125164703,0.099076198,0.396304793,2,23.5,0,0.847457627,0.609159755,0.9,0.2,23.5,33.26224238,1.36E-08,2.152542373,0.398305085,10,Infinity,Infinity,0.18503937,1,0.18503937,0.398305085,0
SSDPmais-k10-foQg,burczynski-clean50-pn-quartil50,3,127,59,68,11142,33426,10.211,1705182,132011827,0.098654597,0.394618389,2,23.4,0,0.813559322,0.624655947,0.9,0.2,23.4,33.09201018,1.54E-08,2.152542373,0.396610169,10,Infinity,Infinity,0.184251969,1,0.184251969,0.396610169,0
SSDPmais-k10-foQg,burczynski-clean50-pn-quartil50,4,127,59,68,11142,33426,10.868,1671779,124987441,0.099497799,0.397991196,2,23.6,0,0.830508475,0.601694915,1,0.1,23.6,33.43247457,1.18E-08,2.152542373,0.4,10,Infinity,Infinity,0.185826772,1,0.185826772,0.4,0
SSDPmais-k10-foQg,burczynski-clean50-pn-quartil50,5,127,59,68,11142,33426,10.85,1805489,123979721,0.096124992,0.384499969,2,22.8,0,0.830508475,0.617008623,0.95,0.2,22.8,32.08015923,3.46E-08,2.152542373,0.386440678,10,Infinity,Infinity,0.179527559,1,0.179527559,0.386440678,0
SSDPmais-k10-foQg,burczynski-clean50-pn-quartil50,6,127,59,68,11142,33426,8.939,1538054,119777719,0.099497799,0.397991196,2,23.6,0,0.881355932,0.559322034,0.95,0.2,23.6,33.42916909,1.08E-08,2.152542373,0.4,10,Infinity,Infinity,0.185826772,1,0.185826772,0.4,0
SSDPmais-k10-foQg,burczynski-clean50-pn-quartil50,7,127,59,68,11142,33426,11.258,1939085,117705823,0.097811396,0.391245582,2,23.2,0,0.86440678,0.564143776,1,0.1,23.2,32.75816041,2.18E-08,2.152542373,0.393220339,10,Infinity,Infinity,0.182677165,1,0.182677165,0.393220339,0
SSDPmais-k10-foQg,burczynski-clean50-pn-quartil50,8,127,59,68,11142,33426,8.395,1270782,112131119,0.098654597,0.394618389,2,23.4,0,0.847457627,0.590467913,0.95,0.2,23.4,33.0887047,1.43E-08,2.152542373,0.396610169,10,Infinity,Infinity,0.184251969,1,0.184251969,0.396610169,0
SSDPmais-k10-foQg,burczynski-clean50-pn-quartil50,9,127,59,68,11142,33426,9.354,1571443,108626351,0.100341001,0.401364003,2,23.8,0,0.813559322,0.579689503,0.9,0.2,23.8,33.77954993,1.03E-08,2.152542373,0.403389831,10,Infinity,Infinity,0.187401575,1,0.187401575,0.403389831,0
SSDPmais-k10-foQg,burczynski-clean50-pn-quartil50,10,127,59,68,11142,33426,11.477,1872311,107980007,0.097811396,0.391245582,2,23.2,0,0.813559322,0.605493863,0.95,0.2,23.2,32.75145223,2.03E-08,2.152542373,0.393220339,10,Infinity,Infinity,0.182677165,1,0.182677165,0.393220339,0
,,,,,,,,,,,,3.942811086,,,,,,,,233.8,,,,,,,,,,,,
SSDPmais-k10-foQg,chin-clean50-pn-quartil50,1,118,75,43,11108,33324,11.682,2099597,179424673,0.100366274,0.401465096,1.8,32.5,0,0.893333333,0.492307692,0.666666667,0.4,32.5,25.7526538,5.88E-07,1.573333333,0.433333333,10,Infinity,Infinity,0.275423729,1,0.275423729,0.433333333,0
SSDPmais-k10-foQg,chin-clean50-pn-quartil50,2,118,75,43,11108,33324,10.777,1966287,125164703,0.101292732,0.405170928,2,32.8,0,0.773333333,0.56601626,0.6,0.8,32.8,26.06529569,4.09E-07,1.573333333,0.437333333,10,Infinity,Infinity,0.277966102,1,0.277966102,0.437333333,0
SSDPmais-k10-foQg,chin-clean50-pn-quartil50,3,118,75,43,11108,33324,14.589,2532833,132011827,0.102836828,0.411347314,2,33.3,0,0.773333333,0.552312312,0.6,0.6,33.3,26.61951166,3.07E-07,1.573333333,0.444,10,Infinity,Infinity,0.28220339,1,0.28220339,0.444,0
SSDPmais-k10-foQg,chin-clean50-pn-quartil50,4,118,75,43,11108,33324,9.683,1899614,124987441,0.099439816,0.397759265,1.8,32.2,0,0.893333333,0.474451346,0.666666667,0.6,32.2,25.43553823,6.97E-07,1.573333333,0.429333333,10,Infinity,Infinity,0.272881356,1,0.272881356,0.429333333,0
SSDPmais-k10-foQg,chin-clean50-pn-quartil50,5,118,75,43,11108,33324,13.004,2432854,123979721,0.102528009,0.410112037,2,33.2,0,0.773333333,0.586586345,0.6,0.8,33.2,26.51281434,3.46E-07,1.573333333,0.442666667,10,Infinity,Infinity,0.281355932,1,0.281355932,0.442666667,0
SSDPmais-k10-foQg,chin-clean50-pn-quartil50,6,118,75,43,11108,33324,12.135,2332891,119777719,0.102528009,0.410112037,2,33.2,0,0.76,0.590040161,0.55,0.8,33.2,26.50221672,3.11E-07,1.573333333,0.442666667,10,Infinity,Infinity,0.281355932,1,0.281355932,0.442666667,0
SSDPmais-k10-foQg,chin-clean50-pn-quartil50,7,118,75,43,11108,33324,11.773,2199651,117705823,0.101601551,0.406406205,2,32.9,0,0.773333333,0.560162107,0.65,0.4,32.9,26.18259063,4.04E-07,1.573333333,0.438666667,10,Infinity,Infinity,0.278813559,1,0.278813559,0.438666667,0
SSDPmais-k10-foQg,chin-clean50-pn-quartil50,8,118,75,43,11108,33324,9.406,1966303,112131119,0.101292732,0.405170928,2,32.8,0,0.773333333,0.562195122,0.65,0.7,32.8,26.07849349,4.53E-07,1.573333333,0.437333333,10,Infinity,Infinity,0.277966102,1,0.277966102,0.437333333,0
SSDPmais-k10-foQg,chin-clean50-pn-quartil50,9,118,75,43,11108,33324,8.858,1799706,108626351,0.100366274,0.401465096,1.8,32.5,0,0.893333333,0.455384615,0.722222222,0.5,32.5,25.76325142,6.23E-07,1.573333333,0.433333333,10,Infinity,Infinity,0.275423729,1,0.275423729,0.433333333,0
SSDPmais-k10-foQg,chin-clean50-pn-quartil50,10,118,75,43,11108,33324,9.737,2066263,107980007,0.099130997,0.396523987,1.8,32.1,0,0.893333333,0.475015576,0.666666667,0.7,32.1,25.32075382,7.17E-07,1.573333333,0.428,10,Infinity,Infinity,0.272033898,1,0.272033898,0.428,0
,,,,,,,,,,,,4.045532893,,,,,,,,327.5,,,,,,,,,,,,
SSDPmais-k10-foQg,christensen-clean50-pn-quartil50,1,217,113,104,707,2121,0.597,89269,179424673,0.11815923,0.472636922,1.5,53.5,0,1,0.325200562,0.933333333,0.2,53.5,65.53353209,9.78E-14,1.920353982,0.473451327,10,Infinity,Infinity,0.246543779,1,0.246543779,0.473451327,0
SSDPmais-k10-foQg,christensen-clean50-pn-quartil50,2,217,113,104,707,2121,0.499,82977,125164703,0.118380089,0.473520355,1.5,53.6,0,1,0.368115176,1,0.1,53.6,65.81428705,2.63E-13,1.920353982,0.474336283,10,Infinity,Infinity,0.247004608,1,0.247004608,0.474336283,0
SSDPmais-k10-foQg,christensen-clean50-pn-quartil50,3,217,113,104,707,2121,0.543,82937,132011827,0.117054939,0.468219754,1.6,53,0,1,0.329069962,0.875,0.2,53,64.70252755,9.79E-14,1.920353982,0.469026549,10,Infinity,Infinity,0.244239631,1,0.244239631,0.469026549,0
SSDPmais-k10-foQg,christensen-clean50-pn-quartil50,4,217,113,104,707,2121,0.49,82920,124987441,0.115950647,0.463802587,1.4,52.5,0,0.991150442,0.369557522,0.928571429,0.2,52.5,64.0934705,3.65E-13,1.920353982,0.46460177,10,Infinity,Infinity,0.241935484,1,0.241935484,0.46460177,0
SSDPmais-k10-foQg,christensen-clean50-pn-quartil50,5,217,113,104,707,2121,0.501,82912,123979721,0.116392363,0.465569454,1.5,52.7,0,1,0.33342849,0.866666667,0.2,52.7,64.22780999,9.88E-14,1.920353982,0.466371681,10,Infinity,Infinity,0.242857143,1,0.242857143,0.466371681,0
SSDPmais-k10-foQg,christensen-clean50-pn-quartil50,6,217,113,104,707,2121,0.499,82892,119777719,0.113742063,0.454968252,1.5,51.5,0,1,0.302946989,0.933333333,0.2,51.5,62.35856395,2.01E-13,1.920353982,0.455752212,10,Infinity,Infinity,0.237327189,1,0.237327189,0.455752212,0
SSDPmais-k10-foQg,christensen-clean50-pn-quartil50,7,217,113,104,707,2121,0.472,82916,117705823,0.113962921,0.455851685,1.6,51.6,0,0.991150442,0.379399053,0.9375,0.2,51.6,62.48171287,1.39E-13,1.920353982,0.456637168,10,Infinity,Infinity,0.237788018,1,0.237788018,0.456637168,0
SSDPmais-k10-foQg,christensen-clean50-pn-quartil50,8,217,113,104,707,2121,0.483,87128,112131119,0.115288072,0.461152286,1.5,52.2,0,0.973451327,0.387244431,0.933333333,0.2,52.2,63.42216863,1.03E-13,1.920353982,0.461946903,10,Infinity,Infinity,0.240552995,1,0.240552995,0.461946903,0
SSDPmais-k10-foQg,christensen-clean50-pn-quartil50,9,217,113,104,707,2121,0.477,85045,108626351,0.112416913,0.449667651,1.6,50.9,0,0.982300885,0.362501521,0.875,0.3,50.9,61.4516951,4.81E-13,1.920353982,0.450442478,10,Infinity,Infinity,0.234562212,1,0.234562212,0.450442478,0
SSDPmais-k10-foQg,christensen-clean50-pn-quartil50,10,217,113,104,707,2121,0.598,91397,107980007,0.11550893,0.46203572,1.4,52.3,0,1,0.343897528,1,0.1,52.3,63.73267672,3.65E-13,1.920353982,0.462831858,10,Infinity,Infinity,0.241013825,1,0.241013825,0.462831858,0
,,,,,,,,,,,,4.627424664,,,,,,,,523.8,,,,,,,,,,,,
